block_id,lat,lon,ndvi,temperature,precipitation,forest_loss,bat_occurrence,population_density,dist_to_forest,target
7,-2.8512705435547887,-73.14378357422181,0.7038702559526783,28.15259767238347,286.2990214023838,0.5970957701867198,3,78.94455245736904,27.756689337659424,0
1,-9.29517114655858,-74.0395335885797,0.23638235053913403,22.522156777406995,90.60793847185926,0.5948032146777896,9,494.22207598777703,29.39958147319164,1
7,-2.818503683855763,-73.22203030949527,0.4275822824041631,31.959094199143262,64.80211222793842,0.37220039182521925,1,488.6626863506572,21.324987362093058,1
3,-6.052135304825026,-71.26933842052904,0.43815129071695164,31.716954409963307,247.6201678490421,0.33303487180539837,0,397.1152338501118,30.77103899104177,0
2,-8.499384085316686,-79.47338504202706,0.7574451551208695,27.18587625228813,375.5598379034486,0.8849643081805878,3,330.0520580789168,4.078746280568296,1
7,-2.8885798808973076,-73.21512765880534,0.10098934380752755,19.817570285324045,345.4870458420364,0.3832842396422014,3,289.32571807529126,4.389411852907998,0
7,-2.746272528955604,-73.14899587701214,0.3406824866826041,27.616053967450405,286.54671126251776,0.49350099215440824,0,433.1846711435395,8.591473017882922,1
2,-8.609954669760784,-79.40748868817164,0.8849890994754431,19.30242681044038,98.69054711188063,0.28330476242493063,5,145.43032128812447,25.903874902017236,1
1,-9.293713574040382,-74.1630258594001,0.47990923480497494,18.41109822743349,138.98098431204346,0.7867695033571274,3,234.37292502995365,10.699733934915677,0
9,-4.024619909440558,-77.71022812879164,0.40602102419520664,29.521418247100804,356.42892929341565,0.39744815689909163,0,310.07559471388447,14.164220174628866,0
0,-1.5673006043222604,-72.80975323970752,0.19586320161411708,20.93654126757154,113.98253282991516,0.5136110465443245,0,206.18404745887605,20.015641808649704,1
3,-6.032638292401181,-71.23109806900722,0.8793317029024125,23.306379767067362,147.4537928876521,0.2533571700596614,0,214.31574059104372,40.59330620051899,1
8,-6.836465269112113,-78.47790280955904,0.11602108474065959,31.628403459666423,95.36022791840469,0.9876595923412518,7,165.81204908354013,0.6931067956430059,0
